Geneid,Length,Ensembl,symbol,entrezid,logFC,AveExpr,t,P.Value,adj.P.Val,B
ENSG00000181381.13,12156,ENSG00000181381,DDX60L,91351,0.6289762069016733,5.237065945652711,5.168602893077592,1.2096731313535954e-4,0.07037548367361213,1.376313765786895
ENSG00000197142.10,4236,ENSG00000197142,ACSL5,51703,1.6257455816529551,2.582907701995899,5.543530697976304,7.056158757473534e-5,0.05483173355667128,1.3045168025647742
ENSG00000225492.6,2352,ENSG00000225492,GBP1P1,400759,1.6016331300297928,1.7202587194227124,5.999904388359431,2.6045552228382484e-5,0.041669627871383424,1.1684462862899778
ENSG00000152778.9,4029,ENSG00000152778,IFIT5,24138,0.5422646842210268,5.916302174464226,5.04121406275364,1.5353103423919933e-4,0.07968657381362236,1.1236177314156102
ENSG00000137752.24,3698,ENSG00000137752,CASP1,834,1.564871751372448,1.9835698220572766,5.754786671972456,4.051598661477534e-5,0.05483173355667128,1.1213659363054278
ENSG00000150527.17,10539,ENSG00000150527,CTAGE5,4253,0.4497128300177442,5.106712087996427,5.000897988299307,1.6585743507758084e-4,0.07968657381362236,1.0834847438912343
ENSG00000164342.13,6725,ENSG00000164342,TLR3,7098,0.6209921577597965,2.047078301084427,5.027005262922551,1.5776348880679224e-4,0.07968657381362236,0.8910419002816541
ENSG00000139324.12,7327,ENSG00000139324,TMTC3,160418,0.34743674149042025,5.215224250723884,4.891594861651612,2.0468958217335887e-4,0.0903386883529938,0.8582058018964149
ENSG00000134321.12,4722,ENSG00000134321,RSAD2,91543,1.732634611084348,3.13534370991304,5.252240523128538,1.4635540478408177e-4,0.07968657381362236,0.8215025800380298
ENSG00000134326.11,4302,ENSG00000134326,CMPK2,129607,1.6832329438571187,3.4231942194400116,5.201644895577105,1.7432799959226706e-4,0.07968657381362236,0.8156106797251983
ENSG00000140937.14,13275,ENSG00000140937,CDH11,1009,0.46781107708351755,4.648318420874042,4.809210223910509,2.400849705097642e-4,0.0946759023217668,0.718275854837727
ENSG00000165171.11,1450,ENSG00000165171,WBSCR27,155368,-1.310717679352499,1.646358034573161,-5.0221389802389,1.702377199882429e-4,0.07968657381362236,0.7160777992108835
ENSG00000117280.13,3904,ENSG00000117280,RAB29,8934,0.669164224744863,4.572117883461546,4.748076711830078,2.809603574220531e-4,0.0946759023217668,0.6013702602390305
ENSG00000056998.20,3621,ENSG00000056998,GYG2,8908,-0.5290734117880604,3.6833863922323853,-4.741287915873234,2.7398768128092626e-4,0.0946759023217668,0.5827748331322384
ENSG00000183346.7,1789,ENSG00000183346,C10orf107,219621,-0.8191255098758092,4.075832095387496,-4.719008166030001,2.9490936398675994e-4,0.0946759023217668,0.5444139844357698
ENSG00000138642.15,5779,ENSG00000138642,HERC6,55008,1.5417835452921782,4.721520907006937,4.950367216166287,3.2668033204530096e-4,0.0946759023217668,0.5238522358628854
ENSG00000105227.15,6250,ENSG00000105227,PRX,57716,-0.8261517283639259,6.886811041555397,-4.8975270535058035,3.110342775507919e-4,0.0946759023217668,0.5164547103857338
ENSG00000204525.16,2507,ENSG00000204525,HLA-C,3107,0.829593484494902,5.092677244287197,4.786972025145552,3.176072457258066e-4,0.0946759023217668,0.5164277519971066
ENSG00000123106.10,7535,ENSG00000123106,CCDC91,55297,0.34264420949523444,6.181242704617403,4.710291407338405,2.910621150191763e-4,0.0946759023217668,0.5119733870112837
ENSG00000111885.7,5018,ENSG00000111885,MAN1A1,4121,0.6521698862967145,3.861859030626472,4.690824428441514,3.023419578433513e-4,0.0946759023217668,0.5117029317306203
ENSG00000165949.12,4147,ENSG00000165949,IFI27,3429,2.5526775881721906,3.6059852974355753,5.142378556424072,2.4322871722519952e-4,0.0946759023217668,0.5116363608315062
ENSG00000196116.8,4174,ENSG00000196116,TDRD7,23424,0.43833723101643507,5.377307160944756,4.6725232391728815,3.1335664102325833e-4,0.0946759023217668,0.4761236981403538
ENSG00000177409.12,7150,ENSG00000177409,SAMD9L,219285,1.0934566038445679,4.964405241841089,4.853705517932536,3.643116073774952e-4,0.0946759023217668,0.42568496473877726
ENSG00000103460.17,6754,ENSG00000103460,TOX3,27324,0.40669012634941826,5.425797778682078,4.651973026426785,3.2621819947968817e-4,0.0946759023217668,0.41021500483386397
ENSG00000109670.16,10979,ENSG00000109670,FBXW7,55294,0.33113844453006447,6.378494076203618,4.657832591402432,3.2249653736189914e-4,0.0946759023217668,0.4094450890356738
ENSG00000187678.9,6565,ENSG00000187678,SPRY4,81848,0.6164877372148676,3.8660812774626274,4.607623691571879,3.5585773119411345e-4,0.0946759023217668,0.3840902374204127
ENSG00000106785.15,5481,ENSG00000106785,TRIM14,9830,0.4820009181401357,6.044516432692902,4.619003950800135,3.479974975357885e-4,0.0946759023217668,0.34432562398119604
ENSG00000204264.12,3480,ENSG00000204264,PSMB8,5696,0.7697466303564031,3.960686510653404,4.598430189594292,3.623407113844678e-4,0.0946759023217668,0.34113880855438783
ENSG00000140743.8,3950,ENSG00000140743,CDR2,1039,0.33775301222906506,4.967292824788141,4.602807690577024,3.5923882721855457e-4,0.0946759023217668,0.33968142926115164
ENSG00000154153.13,4568,ENSG00000154153,FAM134B,54463,0.7799110743672601,4.3896718859700155,4.724017416498231,3.9131135810077975e-4,0.09631527062176692,0.3033102037565474
ENSG00000126254.12,2206,ENSG00000126254,RBM42,79171,-0.2916619157662055,5.139172513730628,-4.568290704125232,3.8445811334304216e-4,0.09631527062176692,0.28751944124347784
ENSG00000173706.14,9964,ENSG00000173706,HEG1,57493,0.3388128856002286,6.4057748445445615,4.587981115744349,3.698566384942839e-4,0.0946759023217668,0.26957557104120333
ENSG00000099139.14,13341,ENSG00000099139,PCSK5,5125,0.5640134445856866,4.55513581527804,4.535820937243568,4.0984219481203586e-4,0.0971401898407268,0.24948175348930945
ENSG00000089127.13,4941,ENSG00000089127,OAS1,4938,1.0351340271409057,5.021647874969554,4.741742912481159,4.477887288579891e-4,0.09881461966643798,0.22200914616463763
ENSG00000002549.12,3785,ENSG00000002549,LAP3,51056,0.46850088917072874,5.288094607031998,4.494486994681924,4.446650488914954e-4,0.09881461966643798,0.14841308084381932
ENSG00000119917.14,2537,ENSG00000119917,IFIT3,3437,1.0713357631565703,5.766802612067138,4.7034170501637975,4.982037226779828e-4,0.1062751574425917,0.10950164232045445
ENSG00000163171.8,9964,ENSG00000163171,CDC42EP3,10602,0.5212163314800566,6.507649777960175,4.520552462802358,4.421801702546577e-4,0.09881461966643798,0.1058091377631678
ENSG00000100170.10,5081,ENSG00000100170,SLC5A1,6523,1.5356941627651728,1.8294556003616118,4.828386877880443,2.418548992414375e-4,0.0946759023217668,0.10481499470201516
ENSG00000075461.6,3583,ENSG00000075461,CACNG4,27092,-0.5458514137563757,4.200509709086304,-4.45651458257157,4.793304628854783e-4,0.10398221346561418,0.0939379627319683
ENSG00000118257.16,13896,ENSG00000118257,NRP2,8828,0.6876638382072944,4.413945935837502,4.510074462553893,5.201032171089227e-4,0.10912788648814921,0.02417448729160654
ENSG00000136237.19,10257,ENSG00000136237,RAPGEF5,9771,0.38833902152253863,5.063727748360278,4.392882680261321,5.437577115505273e-4,0.11217358239211982,-0.030796690241918334
ENSG00000162654.9,6141,ENSG00000162654,GBP4,115361,1.7358327330651355,2.6394773132911142,4.776126524663844,3.093904410123436e-4,0.0946759023217668,-0.03779725462857897
ENSG00000174804.4,7387,ENSG00000174804,FZD4,8322,0.5522048349240261,3.046078147230252,4.3595427067930554,5.809910848524516e-4,0.11217358239211982,-0.0632017621745522
ENSG00000138606.19,4894,ENSG00000138606,SHF,90525,-0.6016071186575349,3.117501707066737,-4.379144579057073,5.587949511556219e-4,0.11217358239211982,-0.06738563730444191
ENSG00000072506.13,1112,ENSG00000072506,HSD17B10,3028,-0.4664731763773595,3.4546901355223705,-4.354192732754319,5.872044706830243e-4,0.11217358239211982,-0.08459066917474534
ENSG00000056291.17,2359,ENSG00000056291,NPFFR2,10886,0.6924211653985965,1.7250143978972932,4.376216357698608,5.620547504679214e-4,0.11217358239211982,-0.12189682448944428
ENSG00000183486.13,12994,ENSG00000183486,MX2,4600,2.0316849555068526,3.065202110587539,4.724974825979297,4.291078556198409e-4,0.09881461966643798,-0.1348619912538691
ENSG00000127334.11,9470,ENSG00000127334,DYRK2,8445,0.44180759570691475,6.3533766179026205,4.365252440286825,5.744340718032803e-4,0.11217358239211982,-0.1538298176225057
ENSG00000137959.16,10240,ENSG00000137959,IFI44L,10964,1.8574605463745728,6.680962327274776,4.667934704789968,7.049540722751143e-4,0.12359872837053681,-0.17097557666889251
ENSG00000152952.12,7663,ENSG00000152952,PLOD2,5352,0.3389383764449372,5.394602616976909,4.283369256388423,6.761678606003799e-4,0.12241004199317837,-0.23533378843844677
ENSG00000206503.13,2710,ENSG00000206503,HLA-A,3105,1.4258104958786482,4.412319917895145,4.462488708294533,7.578470442678746e-4,0.12646770361794912,-0.23838364786899202
ENSG00000188313.13,4332,ENSG00000188313,PLSCR1,5359,0.5636537966851494,6.60652487173414,4.361325541686356,6.545142163790123e-4,0.12241004199317837,-0.2561708791307833
ENSG00000117500.13,9211,ENSG00000117500,TMED5,50999,0.274004099615035,5.033538122670475,4.280438441409336,6.801332240855771e-4,0.12241004199317837,-0.27080577034287767
ENSG00000170385.10,5893,ENSG00000170385,SLC30A1,7779,0.47418234738936604,6.051066801519445,4.278284795657343,6.886102838900573e-4,0.12241004199317837,-0.3258913500873941
ENSG00000140105.18,6356,ENSG00000140105,WARS,7453,0.8263040455263866,5.491641473516684,4.367809933568653,7.848709972461993e-4,0.12646770361794912,-0.3275579556013497
ENSG00000145284.12,4231,ENSG00000145284,SCD5,79966,0.41856474880508543,4.388455620368896,4.23765077403876,7.408070111530042e-4,0.12646770361794912,-0.32868772589103035
ENSG00000168394.11,4805,ENSG00000168394,TAP1,6890,0.878755202335088,2.4899809969990834,4.275387476861896,6.870229915909325e-4,0.12241004199317837,-0.3490480308279418
ENSG00000204267.16,6380,ENSG00000204267,TAP2,6891,0.508938431462457,3.3905912753551117,4.200878711932398,7.973564049263145e-4,0.12646770361794912,-0.3545285884033884
ENSG00000168016.14,12174,ENSG00000168016,TRANK1,9881,0.6576772450627919,4.083655880168692,4.19899700575936,8.003659655483927e-4,0.12646770361794912,-0.3616109421298157
ENSG00000119888.11,2430,ENSG00000119888,EPCAM,4072,0.6744535878691282,5.300651462785661,4.246825307079308,8.221524116727531e-4,0.127525065731661,-0.3927967783979911
ENSG00000072163.19,8487,ENSG00000072163,LIMS2,55679,-0.5204207043225995,2.7208029615850067,-4.213355327607662,7.776915622004284e-4,0.12646770361794912,-0.3968781888579018
ENSG00000154358.21,39549,ENSG00000154358,OBSCN,84033,-0.35438292031325247,5.779537482862175,-4.202049846378203,7.954891501319015e-4,0.12646770361794912,-0.43159437933910993
ENSG00000119408.16,4419,ENSG00000119408,NEK6,10783,-0.3274232183926493,5.933046758498382,-4.213761641149653,7.770595445502646e-4,0.12646770361794912,-0.43267615091277634
ENSG00000187608.10,867,ENSG00000187608,ISG15,9636,0.9901958022061588,4.846364568167366,4.2820555951549295,9.288457552826815e-4,0.13380036767590023,-0.4429485543428262
ENSG00000198944.6,3485,ENSG00000198944,SOWAHA,134548,0.6417561896721065,3.922602082076202,4.165399196286004,9.114582294874471e-4,0.13380036767590023,-0.48504754866479516
ENSG00000121858.11,3441,ENSG00000121858,TNFSF10,8743,0.9537866341767955,3.354444831984615,4.182661305832937,8.269849563034504e-4,0.127525065731661,-0.4965209449461092
ENSG00000160710.17,9629,ENSG00000160710,ADAR,103,0.34724596712421096,8.586279273874837,4.164876509912362,8.569937614317218e-4,0.12951275536836165,-0.501041915099762
ENSG00000153048.11,5577,ENSG00000153048,CARHSP1,23589,-0.33379720179481875,5.992696180637287,-4.163064540191649,8.601128374334513e-4,0.12951275536836165,-0.5262360474280925
ENSG00000196684.12,3398,ENSG00000196684,HSH2D,84941,1.3807328583258007,1.82239033771404,4.538491421619721,4.0769099590734373e-4,0.0971401898407268,-0.5351577011868613
ENSG00000181751.10,3507,ENSG00000181751,C5orf30,90355,0.4740220610393955,4.17041582006051,4.111591241371409,9.537225428279105e-4,0.13439042972850282,-0.5359192282974679
ENSG00000164251.5,2930,ENSG00000164251,F2RL1,2150,0.8275533341761419,3.4743624676564897,4.159769583474619,0.0010313744128743938,0.1400200318144255,-0.5593659595450982
ENSG00000106628.10,3695,ENSG00000106628,POLD2,5425,-0.3533859882319099,5.563031620477709,-4.123915859398688,9.304033692597171e-4,0.13380036767590023,-0.5871957944179753
ENSG00000057704.13,6512,ENSG00000057704,TMCC3,57458,0.7121096984565418,3.7796346020040064,4.0701365698253635,0.0010392923683389657,0.1400200318144255,-0.5876819313464496
ENSG00000148154.10,4567,ENSG00000148154,UGCG,7357,0.3488894423069837,5.232333070898161,4.10522172011505,9.66006682945719e-4,0.13439042972850282,-0.5964651499504576
ENSG00000113494.17,13006,ENSG00000113494,PRLR,5618,0.5619177394849988,5.046523946033319,4.158565734020375,9.630155838212925e-4,0.13439042972850282,-0.605217180303276
ENSG00000111335.13,6264,ENSG00000111335,OAS2,4939,1.6333873797879779,5.223990859648416,4.339145413297635,0.0011209624673673248,0.14639998591667747,-0.6056307190491639
ENSG00000138829.12,13218,ENSG00000138829,FBN2,2201,-0.4759882453198747,5.948936460078202,-4.107778208220576,9.85459526899762e-4,0.13562254284720487,-0.6597825019172383
ENSG00000162302.13,3807,ENSG00000162302,RPS6KA4,8986,-0.31857366750109417,4.648099117649966,-4.05264174016457,0.0010737695003166633,0.14168222509848427,-0.6778896840588464
ENSG00000138759.19,19207,ENSG00000138759,FRAS1,80144,-0.325959749875393,5.451553805705648,-4.053987008428355,0.001070865284289131,0.14168222509848427,-0.7042600518024011
ENSG00000144115.17,7374,ENSG00000144115,THNSL2,55258,-0.7619057575564341,4.17572435123118,-4.111451018704143,0.0011806455920460898,0.14863435097407157,-0.7048647430104591
ENSG00000277149.5,3262,ENSG00000277149,TYW1B,441250,0.46072616825446255,2.778360491368879,4.010290371608892,0.0011694142342102694,0.14863435097407157,-0.7122620310112939
ENSG00000221792.1,101,ENSG00000221792,MIR1282,100302254,-0.5709303233156375,3.7655232960946754,-4.000732021575042,0.0011921727029634184,0.14863435097407157,-0.7137774307603664
ENSG00000239887.6,4313,ENSG00000239887,C1orf226,400793,0.4887338245820372,4.209581272349996,3.9942966254161014,0.0012077484570125357,0.14863435097407157,-0.7645989818635579
ENSG00000120889.13,5010,ENSG00000120889,TNFRSF10B,8795,0.42960757084166357,4.189963278980315,3.9984367195390975,0.0011977045276014813,0.14863435097407157,-0.7675807356257502
ENSG00000055332.18,10753,ENSG00000055332,EIF2AK2,5610,0.41979607505300365,8.31714993682567,4.015939239886728,0.0011561723410056545,0.14863435097407157,-0.7992709399128524
ENSG00000153885.14,6388,ENSG00000153885,KCTD15,79047,-0.5767959099714437,4.058540430080599,-3.9595231429891156,0.0012955601531501268,0.15074431272880431,-0.8071016750620581
ENSG00000112818.10,2981,ENSG00000112818,MEP1A,4224,1.615429193047459,2.4080963931506716,4.131100279459856,0.001292679123055468,0.15074431272880431,-0.827855256501298
ENSG00000116675.16,6958,ENSG00000116675,DNAJC6,9829,0.6680698706657933,2.747599817377211,3.9403520774640954,0.0013467166322560255,0.15389844800218633,-0.83132565005491
ENSG00000109472.14,3119,ENSG00000109472,CPE,1363,1.5225098274554298,1.5921274173819047,4.194422324985447,8.857753348900352e-4,0.13182602920066933,-0.8513131295462761
ENSG00000157181.16,4073,ENSG00000157181,C1orf27,54953,0.36457331036149565,4.635016923612055,3.9516632238213423,0.0013162908233412152,0.1517766328643623,-0.856502923771651
ENSG00000178605.13,2964,ENSG00000178605,GTPBP6,8225,-0.43075545344500243,3.454294559368935,-3.9219343500323185,0.0013977935190263215,0.1560473594685209,-0.8567019333702737
ENSG00000154814.14,6095,ENSG00000154814,OXNAD1,92106,0.3553156123528809,3.9824056520571713,3.92421356953566,0.0013913676008907034,0.1560473594685209,-0.8571073491416383
ENSG00000095585.17,6186,ENSG00000095585,BLNK,29760,0.26395832905501937,5.269674942027284,3.9671942333255794,0.0012756470943841877,0.15074431272880431,-0.8580767601885437
ENSG00000184979.10,1858,ENSG00000184979,USP18,11274,1.0056312273334578,2.7311421473036326,3.9868515753072225,0.0012290410313027505,0.14981424913946575,-0.8668167533559616
ENSG00000173821.19,28570,ENSG00000173821,RNF213,57674,0.39278316357484133,7.440260146345497,3.978701965930396,0.0012463557885413663,0.15049158242963157,-0.90114048321424
ENSG00000176641.11,10213,ENSG00000176641,RNF152,220441,0.7395083919768415,3.8702749415221676,3.8919461012214245,0.001485198717720114,0.15840881990083117,-0.9150312767552302
ENSG00000115221.12,5785,ENSG00000115221,ITGB6,3694,0.36114572379835597,5.943919071558232,3.9706373762755445,0.0012668105040756043,0.15074431272880431,-0.9154740505692445
ENSG00000130589.16,12066,ENSG00000130589,HELZ2,85441,0.6508744561479096,4.9881892979151266,4.02514388898767,0.0014020975340948438,0.1560473594685209,-0.9260013681177819
ENSG00000132591.12,2240,ENSG00000132591,ERAL1,26284,-0.29093020326445806,4.667097553905511,-3.907871349530617,0.0014381133670452726,0.1564558365917714,-0.9272752035322336
ENSG00000100600.15,3876,ENSG00000100600,LGMN,5641,0.7558850550984557,3.640811102612016,3.871550739318322,0.0016042591031752878,0.1651656721268068,-0.9682814642011435
ENSG00000141759.15,5217,ENSG00000141759,TXNL4A,10907,-0.2676535121024868,5.133419708572986,-3.8943972383073744,0.0014778510601635914,0.15840881990083117,-0.9862336076391447
ENSG00000185304.15,7018,ENSG00000185304,RGPD2,729857,0.8671677341325226,3.514322697318358,3.8709201627077303,0.0016481218710747893,0.1651656721268068,-0.9962057862757128
ENSG00000185414.20,4760,ENSG00000185414,MRPL30,51263,-0.2682124008851394,5.828609848702542,-3.9151254151925627,0.001417170149653362,0.15636517883977052,-1.0097061655690718
ENSG00000101161.8,3047,ENSG00000101161,PRPF6,24148,-0.21902275384598635,6.578765300550028,-3.9063861199184977,0.0014424399342002519,0.1564558365917714,-1.0438397494912879
ENSG00000164187.7,8352,ENSG00000164187,LMBRD2,92255,0.3305059179892531,3.938774270649416,3.832300924007088,0.0016758688879944467,0.1651656721268068,-1.044253267015944
ENSG00000159200.18,6964,ENSG00000159200,RCAN1,1827,0.33381854792508925,4.844198902112472,3.8466437014412667,0.0016278665509027377,0.1651656721268068,-1.0659466948781438
ENSG00000108344.15,4953,ENSG00000108344,PSMD3,5709,-0.26571534206533354,5.743859065144215,-3.8754317462389034,0.0015356775865915525,0.16243915232053951,-1.0703114624295367
ENSG00000119125.17,7904,ENSG00000119125,GDA,9615,1.3389909970844274,3.3205093165214077,3.9384851081081647,0.0018990145460263254,0.17413822661948414,-1.0703696500581943
ENSG00000185359.13,8205,ENSG00000185359,HGS,9146,-0.2913937632012944,5.638378476966858,-3.871315785077868,0.001548527133743311,0.16245572774410358,-1.075376119630758
ENSG00000108588.14,4354,ENSG00000108588,CCDC47,57003,0.31377159659863807,4.740862203673351,3.8430187024230666,0.0016398656544767164,0.1651656721268068,-1.0850947301972758
ENSG00000124602.10,3156,ENSG00000124602,UNC5CL,222643,1.149977422319924,2.3507043822563145,3.8821435465584067,0.0016885398324889775,0.1651656721268068,-1.08635215252216
ENSG00000165821.12,5383,ENSG00000165821,SALL2,6297,-0.37355355520810285,4.624661612105642,-3.814440746686569,0.001737651491057448,0.1651656721268068,-1.0917043578439172
ENSG00000060140.9,3440,ENSG00000060140,STYK1,55359,0.32147403624917104,4.257868596143141,3.8225551271760985,0.0017093012257034992,0.1651656721268068,-1.0947591645849037
ENSG00000169762.17,7758,ENSG00000169762,TAPT1,202018,0.2700256858676191,4.72062532559161,3.827414254067181,0.001692548763721516,0.1651656721268068,-1.1057091443844262
ENSG00000136158.12,3213,ENSG00000136158,SPRY2,10253,0.6179431784561071,5.742694334060147,3.9375566983221435,0.0016962740495359862,0.1651656721268068,-1.140546602238679
ENSG00000213366.13,9116,ENSG00000213366,GSTM2,2946,-0.7500452770780783,2.442590131998465,-3.7778215401143602,0.001871628565904399,0.17358676822471306,-1.1574100837040184
ENSG00000169592.15,5655,ENSG00000169592,INO80E,283899,-0.34161641563931733,3.93564445748631,-3.7486208934922285,0.001985913273270156,0.17607074444089837,-1.1778678242049114
ENSG00000085741.13,2371,ENSG00000085741,WNT11,7481,0.5247622730441881,3.6240707670105534,3.770229252920588,0.0019047856650306883,0.17413822661948414,-1.1852068193142955
ENSG00000171729.14,2238,ENSG00000171729,TMEM51,55092,0.4706393435170768,2.582518869916393,3.7352691208805022,0.0020404928801898,0.17607074444089837,-1.1861772164237658
ENSG00000180801.14,5146,ENSG00000180801,ARSJ,79642,0.3774162679827109,5.474074283786506,3.8234149996080973,0.0017063245338334145,0.1651656721268068,-1.1952947076730807
ENSG00000167693.17,5889,ENSG00000167693,NXN,64359,-0.2276763743521819,5.759130866566194,-3.813174628795348,0.0017421178011656315,0.1651656721268068,-1.2093537490743103
ENSG00000134184.13,2512,ENSG00000134184,GSTM1,2944,-1.665757423134652,3.1100965833713623,-3.869673837854285,0.0022906907978086357,0.17607074444089837,-1.2230349099511422
ENSG00000196188.11,2657,ENSG00000196188,CTSE,1510,1.1050211523238815,1.7367292799544187,3.8164221069416437,0.0017556752129412399,0.1652271106649627,-1.2254454430770076
ENSG00000160207.9,1909,ENSG00000160207,HSF2BP,11077,-0.621320511246999,1.744835189871456,-3.7541437884059716,0.00196376993080481,0.17607074444089837,-1.2428941989391156
ENSG00000177700.6,1126,ENSG00000177700,POLR2L,5441,-0.3738240371639687,4.7962244903249545,-3.7323613540097407,0.00205257873134946,0.17607074444089837,-1.246281767773037
ENSG00000102243.13,1478,ENSG00000102243,VGLL1,51442,-0.33819123734510104,5.669471338240497,-3.786092098702594,0.0018404838347901155,0.17194417957283714,-1.2464153514350231
ENSG00000257743.8,8162,ENSG00000257743,MGAM2,93432,1.5982864908532743,1.7049108046310153,3.9181132530312364,0.00171844207354879,0.1651656721268068,-1.24989560454308
ENSG00000162946.23,12931,ENSG00000162946,DISC1,27185,0.31988962847852553,2.9747436602692874,3.703683587904129,0.002175714936979186,0.17607074444089837,-1.2566630545509563
ENSG00000116774.12,2821,ENSG00000116774,OLFML3,56944,0.4637302566216004,4.006905728910044,3.7087008759679434,0.0021536460230943623,0.17607074444089837,-1.2664550876600575
ENSG00000138459.9,4828,ENSG00000138459,SLC35A5,55032,0.34487991572919263,4.26384571065994,3.7344785874891735,0.0020437715273005394,0.17607074444089837,-1.2683531042203198
ENSG00000204740.11,7751,ENSG00000204740,MALRD1,340895,1.231674402315875,2.783948673525775,3.789925928347682,0.002100622514584315,0.17607074444089837,-1.2823738828416538
ENSG00000138798.13,7628,ENSG00000138798,EGF,1950,0.5444537779167362,4.072694733043527,3.702100157028587,0.00218272702313134,0.17607074444089837,-1.2834125658278763
ENSG00000196549.11,9620,ENSG00000196549,MME,4311,0.5754231396665226,5.550213905847226,3.8283513635309734,0.00198717069277197,0.17607074444089837,-1.2834369675513404
ENSG00000181744.9,5463,ENSG00000181744,C3orf58,205428,0.31820001984557766,4.618588910730909,3.727978482088273,0.0020709324064112932,0.17607074444089837,-1.2985564319301126
ENSG00000142694.6,1211,ENSG00000142694,EVA1B,55194,-0.5514015991460584,4.236222120945487,-3.709551542920733,0.0021879034136042122,0.17607074444089837,-1.2988313265028868
ENSG00000164124.11,9248,ENSG00000164124,TMEM144,55314,0.49761930989738223,3.8605267510349113,3.684324783165427,0.0022630253430886006,0.17607074444089837,-1.3087914492069164
ENSG00000168961.17,5714,ENSG00000168961,LGALS9,3965,0.8381891636653447,3.6010061301701417,3.701335640580605,0.002390969038644391,0.17607074444089837,-1.309374618439711
ENSG00000135677.11,6268,ENSG00000135677,GNS,2799,0.6328838091784696,4.888947397450603,3.756408578563108,0.002244048849752818,0.17607074444089837,-1.3306149331898682
ENSG00000173681.16,8630,ENSG00000173681,CXorf23,256643,0.26996305554948297,5.515406390901297,3.7296768507338225,0.0020638007551016056,0.17607074444089837,-1.3397295430526315
ENSG00000196924.18,10642,ENSG00000196924,FLNA,2316,-0.36686620364475964,8.375917347378953,-3.7343238469510074,0.0020444139181667407,0.17607074444089837,-1.3400495124553817
ENSG00000182472.9,5966,ENSG00000182472,CAPN12,147968,0.4578234284382767,2.2864921847165265,3.6618494396571886,0.0023688335798153766,0.17607074444089837,-1.348177893825171
ENSG00000186314.11,5375,ENSG00000186314,PRELID2,153768,0.47348961003900314,4.944352420058472,3.695668341524072,0.0022114448810349246,0.17607074444089837,-1.3525236945870782
ENSG00000159882.13,6287,ENSG00000159882,ZNF230,7773,0.3423457885465431,3.4745904783433543,3.6374781945212638,0.0024892090987825737,0.17607074444089837,-1.3806643244310992
ENSG00000103978.16,5594,ENSG00000103978,TMEM87A,25963,0.35450969793883225,4.782522032933597,3.693675802395246,0.0022204185864891303,0.17607074444089837,-1.3817126355359726
ENSG00000163251.4,7039,ENSG00000163251,FZD5,7855,0.5469448484490149,3.2802647075850704,3.6303120108888303,0.002525763000493022,0.17607074444089837,-1.3847776895070822
ENSG00000131899.11,6590,ENSG00000131899,LLGL1,3996,-0.3319003995622696,5.103998441193917,-3.692405574691663,0.0022261584085102493,0.17607074444089837,-1.3904926040124321
ENSG00000185189.18,4934,ENSG00000185189,NRBP2,340371,-0.37437042813412624,3.390881556972293,-3.6198647111075526,0.0025800238206146148,0.17658676406441953,-1.3914869515775763
ENSG00000085365.18,6746,ENSG00000085365,SCAMP1,9522,0.3169906248108152,5.147184935344638,3.6967071756662566,0.002206780845684461,0.17607074444089837,-1.4109391914870013
ENSG00000112175.8,3970,ENSG00000112175,BMP5,653,0.8357334044246576,2.1379302891850505,3.6415371882244516,0.002468741375640064,0.17607074444089837,-1.415339957480196
ENSG00000105568.18,7413,ENSG00000105568,PPP2R1A,5518,-0.23248182311711307,7.1376275776127045,-3.714172379511243,0.002129836521627556,0.17607074444089837,-1.418235791547529
ENSG00000197779.13,8443,ENSG00000197779,ZNF81,347344,0.31563908034759613,4.064292327028263,3.6265880645356265,0.0025449713041304947,0.17607074444089837,-1.426809541447013
ENSG00000110693.18,19640,ENSG00000110693,SOX6,55553,0.5272154460625051,4.850032329925099,3.649971894793487,0.002473289821707218,0.17607074444089837,-1.4272865539781723
ENSG00000108528.14,2471,ENSG00000108528,SLC25A11,8402,-0.3353395171805653,4.540528308583166,-3.6539639736374725,0.0024071261413508237,0.17607074444089837,-1.4275279942572299
ENSG00000122420.10,5764,ENSG00000122420,PTGFR,5737,1.3904893918214607,2.8890666485695102,3.725634008844474,0.0028919185658517247,0.1902523865321399,-1.44004398821244
ENSG00000197044.11,4748,ENSG00000197044,ZNF441,126068,0.341341430628872,4.660357429718201,3.6646057560563574,0.002355593889395781,0.17607074444089837,-1.4459395606136995
ENSG00000135111.16,5960,ENSG00000135111,TBX3,6926,0.3829262173284045,4.5921492361384555,3.630630678373704,0.0025241260908983854,0.17607074444089837,-1.4501113298987853
ENSG00000069849.11,2617,ENSG00000069849,ATP1B3,483,0.6888405909254729,3.384949548770621,3.5889091155407176,0.002747784953694721,0.1831713521996809,-1.4513154915210738
ENSG00000053438.11,1329,ENSG00000053438,NNAT,4826,-0.6712537713664641,6.646430508963403,-3.78737440085318,0.0023928312907242157,0.17607074444089837,-1.4591242039631114
ENSG00000137275.14,4161,ENSG00000137275,RIPK1,8737,0.23061089322348405,6.021373758013475,3.6861690962310636,0.002254557196283812,0.17607074444089837,-1.4637242240526929
ENSG00000226210.3,1817,ENSG00000226210,WASH7P,653635,-0.8390691056742248,3.5220820921360576,-3.6034045766890834,0.0028524987273988393,0.18916648296361524,-1.4668355777130886
